,order_date,sales_qty,sales_amount,currency,user_id,r_id
14219,22-04-2020,6,3139,"INR",46912,317440
14220,22-04-2020,9,6366,"INR",57995,62900
14221,23-04-2020,1,278,"INR",37774,503798
14222,23-04-2020,3,1907,"INR",1448,116962
14223,24-04-2020,1,435,"INR",88224,272268
14224,24-04-2020,15,8389,"INR",49670,399384
14225,27-04-2020,1,144,"INR",60046,337272
14226,27-04-2020,1,435,"INR",3260,5867
14227,27-04-2020,56,15866,"INR",92278,341763
14228,27-04-2020,3,1528,"INR",81785,331717
14229,28-04-2020,5,3236,"INR",86356,332807
14230,28-04-2020,2,1102,"INR",88638,538400
14231,28-04-2020,1,736,"INR",65154,349002
14232,28-04-2020,21,12204,"INR",62264,5883
14233,29-04-2020,1,435,"INR",64758,439090
14234,30-04-2020,67,22222,"INR",69203,370723
14235,30-04-2020,34,11963,"INR",35821,316563
14236,30-04-2020,1,435,"INR",44507,392714
14237,30-04-2020,1,366,"INR",64376,2128
14238,30-04-2020,4,2287,"INR",30515,422648
14239,04-05-2020,1,764,"INR",21594,527515
14240,05-05-2020,1,218,"INR",31407,527514
14241,05-05-2020,21,10532,"INR",53827,528843
14242,05-05-2020,1,366,"INR",79993,498015
14243,05-05-2020,1,245,"INR",735,536217
14244,05-05-2020,11,5556,"INR",85315,325289
14245,05-05-2020,7,4005,"INR",22428,479751
14246,06-05-2020,1,736,"INR",59115,527516
14247,06-05-2020,6,4407,"INR",34430,259055
14248,07-05-2020,8,5153,"INR",28373,444423
14249,07-05-2020,1,218,"INR",5018,523166
14250,07-05-2020,11,8236,"INR",79955,225067
14251,07-05-2020,1,574,"INR",9342,439084
14252,08-05-2020,1,333,"INR",20134,481818
14253,08-05-2020,1,569,"INR",26745,264698
14254,11-05-2020,1,412,"INR",94430,576061
14255,11-05-2020,1,380,"INR",75055,513960
14256,12-05-2020,16,12000,"INR",94529,555123
14257,12-05-2020,1,569,"INR",46523,395801
14258,13-05-2020,3,1958,"INR",219,65769
14259,14-05-2020,5,3236,"INR",4343,278860
14260,14-05-2020,1,213,"INR",54142,543145
14261,14-05-2020,1,366,"INR",71593,65531
14262,14-05-2020,59,33977,"INR",30006,486002
14263,14-05-2020,1,190,"INR",5137,244619
14264,15-05-2020,1,380,"INR",59673,22247
14265,18-05-2020,37,21657,"INR",22611,100190
14266,18-05-2020,1,574,"INR",8142,402
14267,19-05-2020,1,213,"INR",72485,403
14268,19-05-2020,1,185,"INR",79049,20063
14269,19-05-2020,3,1713,"INR",3226,407
14270,20-05-2020,1,912,"INR",22271,408
14271,20-05-2020,1,185,"INR",24283,222837
14272,20-05-2020,16,9269,"INR",72553,369770
14273,21-05-2020,1,213,"INR",50549,307807
14274,21-05-2020,1,764,"INR",18679,292702
14275,22-05-2020,2,1102,"INR",68006,529050
14276,22-05-2020,61,35523,"INR",98890,288686
14277,22-05-2020,10,5912,"INR",26389,47511
14278,25-05-2020,1,366,"INR",91483,486476
14279,25-05-2020,149,86486,"INR",77230,503940
14280,25-05-2020,4,2097,"INR",85065,382987
14281,26-05-2020,21,10532,"INR",15958,439058
14282,26-05-2020,1,185,"INR",25849,380329
14283,26-05-2020,37,21657,"INR",68147,529054
14284,26-05-2020,80,22574,"INR",69637,221738
14285,26-05-2020,12,6866,"INR",670,347257
14286,27-05-2020,1,185,"INR",78469,370757
14287,28-05-2020,11,6472,"INR",487,231536
14288,28-05-2020,11,5556,"INR",3546,443533
14289,28-05-2020,5,2861,"INR",37793,442687
14290,29-05-2020,37,21657,"INR",25669,465793
14291,29-05-2020,16,8963,"INR",94653,86479
14292,01-06-2020,4,2097,"INR",54102,172474
14293,02-06-2020,1,366,"INR",91199,536824
14294,02-06-2020,3,1907,"INR",92817,377396
14295,03-06-2020,1,736,"INR",71777,137264
14296,04-06-2020,1,213,"INR",66350,20254
14297,04-06-2020,1,560,"INR",2216,288622
14298,04-06-2020,2,1139,"INR",8521,63387
14299,05-06-2020,1,282,"INR",64716,357327
14300,05-06-2020,1,366,"INR",81068,559521
14301,05-06-2020,5,3056,"INR",75901,405055
14302,08-06-2020,1,431,"INR",98451,279741
14303,08-06-2020,5,2856,"INR",85849,442876
14304,08-06-2020,2,1144,"INR",18035,366037
14305,09-06-2020,1,366,"INR",32311,453526
14306,09-06-2020,75,43310,"INR",70183,304521
14307,09-06-2020,4,2097,"INR",91236,567792
14308,10-06-2020,37,21620,"INR",50064,192275
14309,10-06-2020,1,190,"INR",26310,570728
14310,11-06-2020,24,15389,"INR",60885,160433
14311,11-06-2020,1,213,"INR",30747,218125
14312,11-06-2020,2,1426,"INR",67404,167074
14313,11-06-2020,1,190,"INR",88331,466614
14314,12-06-2020,3,1954,"INR",57344,44459
14315,12-06-2020,1,912,"INR",14720,255305
14316,12-06-2020,1,380,"INR",58208,54446
14317,15-06-2020,1,431,"INR",74379,170470
14318,15-06-2020,21,10532,"INR",8905,380338
14319,15-06-2020,1,1120,"INR",23932,432850
14320,15-06-2020,1,815,"INR",77169,303409
14321,15-06-2020,1,190,"INR",42516,466829
14322,16-06-2020,5,3236,"INR",5973,485585
14323,16-06-2020,1,426,"INR",57299,464646
14324,16-06-2020,3,1630,"INR",15211,357346
14325,16-06-2020,1,190,"INR",42730,578466
14326,17-06-2020,1,417,"INR",88334,532021
14327,18-06-2020,1,213,"INR",29753,406121
14328,18-06-2020,6,3352,"INR",97562,327863
14329,19-06-2020,1,426,"INR",37314,193341
14330,19-06-2020,1,417,"INR",18809,572919
14331,22-06-2020,1,213,"INR",89873,325425
14332,23-06-2020,1,912,"INR",19340,325427
14333,25-06-2020,3,1722,"INR",76109,45760
14334,05-04-2019,1,384,"INR",65342,537965
14335,10-04-2019,1,0,"INR",50632,485573
14336,18-04-2019,13,8468,"INR",25671,448199
14337,25-04-2019,17,11139,"INR",62802,315883
14338,02-05-2019,12,8019,"INR",2001,358211
14339,07-05-2019,3,1917,"INR",30705,111097
14340,09-05-2019,5,3565,"INR",89968,249095
14341,16-05-2019,6,4009,"INR",48752,92707
14342,17-05-2019,4,2296,"INR",79994,322263
14343,23-05-2019,5,3565,"INR",95706,322261
14344,28-05-2019,1,431,"INR",31147,413039
14345,31-05-2019,5,3565,"INR",41160,25225
14346,31-05-2019,3,1722,"INR",28579,389089
14347,05-06-2019,1,431,"INR",24931,312220
14348,06-06-2019,11,7574,"INR",63709,379284
14349,13-06-2019,8,5347,"INR",74566,511816
14350,14-06-2019,1,861,"INR",71425,27642
14351,17-06-2019,7,4301,"INR",22087,504058
14352,18-06-2019,1,0,"INR",7526,510720
14353,19-06-2019,3,1722,"INR",6941,451786
14354,20-06-2019,47,31639,"INR",50658,332070
14355,21-06-2019,2,1292,"INR",29433,568721
14356,27-06-2019,5,3120,"INR",75084,322258
14357,28-06-2019,4,2583,"INR",26755,529350
14358,01-07-2019,6,3870,"INR",38098,267798
14359,03-07-2019,27,17194,"INR",21678,566549
14360,04-07-2019,7,4454,"INR",15154,322270
14361,05-07-2019,1,431,"INR",41666,464876
14362,10-07-2019,1,384,"INR",19796,532773
14363,11-07-2019,7,4903,"INR",56836,62427
14364,12-07-2019,2,1292,"INR",47252,398804
14365,15-07-2019,3,2148,"INR",10578,377090
14366,17-07-2019,1,861,"INR",88806,504046
14367,18-07-2019,7,4454,"INR",17507,530101
14368,18-07-2019,1,861,"INR",94475,47483
14369,19-07-2019,3,2153,"INR",22312,48573
14370,25-07-2019,6,4009,"INR",45247,47484
14371,26-07-2019,11,6884,"INR",59723,18703
14372,29-07-2019,5,3440,"INR",99809,319078
14373,31-07-2019,4,2583,"INR",92899,390051
14374,01-08-2019,7,4454,"INR",2201,231392
14375,01-08-2019,1,0,"INR",44875,99712
14376,02-08-2019,2,1292,"INR",68887,540367
14377,06-08-2019,1,431,"INR",26798,397928
14378,08-08-2019,11,7130,"INR",24239,485305
14379,09-08-2019,9,6019,"INR",97347,487722
14380,14-08-2019,1,431,"INR",61617,554767
14381,16-08-2019,10,6685,"INR",39185,435094
14382,16-08-2019,1,0,"INR",69040,83134
14383,16-08-2019,2,1292,"INR",60859,381378
14384,19-08-2019,1,431,"INR",59132,322253
14385,20-08-2019,1,0,"INR",28478,371564
14386,22-08-2019,7,4903,"INR",21802,403685
14387,22-08-2019,1,431,"INR",51264,324658
14388,23-08-2019,1,431,"INR",42835,325506
14389,26-08-2019,3,1722,"INR",59386,531662
14390,28-08-2019,2,1292,"INR",34386,372897
14391,29-08-2019,4,2671,"INR",81677,313778
14392,29-08-2019,1,861,"INR",46338,220494
14393,30-08-2019,4,2583,"INR",20246,180801
14394,05-09-2019,12,8019,"INR",9588,323553
14395,06-09-2019,5,3444,"INR",83795,408964
14396,09-09-2019,7,3870,"INR",85318,439629
14397,10-09-2019,1,861,"INR",91875,462401
14398,11-09-2019,4,2583,"INR",6685,423289
14399,12-09-2019,7,4454,"INR",63382,464822
14400,12-09-2019,1,431,"INR",21675,312661
14401,13-09-2019,2,1292,"INR",23895,533405
14402,14-09-2019,1,861,"INR",55128,574118
14403,17-09-2019,1,861,"INR",67968,505187
14404,18-09-2019,1,431,"INR",93911,280570
14405,19-09-2019,3,2227,"INR",11517,566982
14406,20-09-2019,5,3444,"INR",60854,301776
14407,22-09-2019,1,431,"INR",90482,325722
14408,23-09-2019,1,0,"INR",99876,344242
14409,23-09-2019,2,1292,"INR",98195,373760
14410,25-09-2019,3,1722,"INR",35992,23013
14411,26-09-2019,9,6236,"INR",25772,302629
14412,26-09-2019,1,431,"INR",2748,449661
14413,27-09-2019,4,2583,"INR",51786,282
14414,30-09-2019,2,1292,"INR",54480,430809
14415,02-10-2019,2,1292,"INR",51304,282746
14416,03-10-2019,2,0,"INR",91749,282745
14417,04-10-2019,10,6685,"INR",28994,387927
14418,04-10-2019,4,2579,"INR",40073,322224
14419,07-10-2019,5,2579,"INR",21685,320021
14420,09-10-2019,1,861,"INR",55433,460204
14421,10-10-2019,7,4454,"INR",72605,511882
14422,11-10-2019,1,431,"INR",76945,256690
14423,15-10-2019,1,861,"INR",78960,573053
14424,17-10-2019,7,4903,"INR",35087,386865
14425,18-10-2019,4,2583,"INR",78675,471570
14426,21-10-2019,4,2579,"INR",21454,1715
14427,22-10-2019,1,431,"INR",74976,247508
14428,23-10-2019,3,1722,"INR",98782,406753
14429,24-10-2019,17,11139,"INR",27378,323540
14430,25-10-2019,2,1292,"INR",19178,395314
14431,28-10-2019,1,431,"INR",4454,404577
14432,30-10-2019,1,431,"INR",4779,32171
14433,31-10-2019,5,3014,"INR",80971,427430
14434,04-11-2019,3,2148,"INR",81026,450668
14435,06-11-2019,5,3444,"INR",37922,282721
14436,07-11-2019,14,9356,"INR",34537,554556
14437,07-11-2019,1,0,"INR",7706,403238
14438,07-11-2019,1,431,"INR",32973,416706
14439,08-11-2019,3,2153,"INR",97836,439827
14440,14-11-2019,8,5347,"INR",40994,520931
14441,15-11-2019,11,6884,"INR",4425,559168
14442,18-11-2019,3,2148,"INR",58969,536041
14443,20-11-2019,1,431,"INR",91440,219083
14444,21-11-2019,7,4454,"INR",98885,385312
14445,21-11-2019,1,861,"INR",29483,309696
14446,22-11-2019,3,2153,"INR",6578,224685
14447,25-11-2019,1,431,"INR",7566,225531
14448,27-11-2019,1,0,"INR",58080,224441
14449,28-11-2019,6,4009,"INR",86127,574318
14450,28-11-2019,1,431,"INR",28671,19628
14451,29-11-2019,9,5593,"INR",19997,416710
14452,02-12-2019,6,3870,"INR",96549,561250
14453,03-12-2019,1,861,"INR",32850,471555
14454,04-12-2019,5,3014,"INR",18131,518606
14455,05-12-2019,7,4903,"INR",15381,362437
14456,05-12-2019,1,0,"INR",19536,117184
14457,06-12-2019,3,2153,"INR",83374,129157
14458,09-12-2019,1,0,"INR",14828,233141
14459,11-12-2019,1,0,"INR",27507,423496
14460,12-12-2019,10,6685,"INR",76377,423499
14461,12-12-2019,1,431,"INR",7988,423252
14462,13-12-2019,9,5593,"INR",37360,503357
14463,16-12-2019,7,4731,"INR",4600,313711
14464,17-12-2019,1,861,"INR",20693,423247
14465,18-12-2019,2,1292,"INR",91536,10826
14466,19-12-2019,9,6236,"INR",81711,248664
14467,20-12-2019,1,0,"INR",82404,371390
14468,20-12-2019,2,1292,"INR",58821,17457
14469,24-12-2019,1,431,"INR",9211,340071
14470,26-12-2019,7,4454,"INR",50473,536024
14471,26-12-2019,3,1718,"INR",15788,319474
14472,27-12-2019,6,3875,"INR",85731,563204
14473,28-12-2019,1,431,"INR",78899,375530
14474,30-12-2019,1,431,"INR",2954,335957
14475,31-12-2019,1,431,"INR",24742,334621
14476,02-01-2020,2,1338,"INR",89139,227732
14477,02-01-2020,1,861,"INR",30351,60655
14478,03-01-2020,1,861,"INR",45069,386422
14479,09-01-2020,4,2671,"INR",13145,238615
14480,10-01-2020,2,1292,"INR",315,345513
14481,13-01-2020,5,3009,"INR",24954,50858
14482,14-01-2020,1,431,"INR",77289,484604
14483,15-01-2020,3,2153,"INR",48326,402992
14484,16-01-2020,5,3565,"INR",63907,158978
14485,17-01-2020,2,1292,"INR",80236,233163
14486,20-01-2020,1,861,"INR",70156,222267
14487,23-01-2020,3,2227,"INR",15155,384482
14488,24-01-2020,13,7745,"INR",15675,319488
14489,27-01-2020,7,4296,"INR",10595,7074
14490,29-01-2020,2,1292,"INR",39762,222271
14491,30-01-2020,3,2227,"INR",94839,307023
14492,03-02-2020,1,431,"INR",29255,550793
14493,04-02-2020,1,431,"INR",3293,198168
14494,06-02-2020,3,2227,"INR",50240,214654
14495,07-02-2020,6,3875,"INR",2546,479485
14496,10-02-2020,1,431,"INR",13016,518413
14497,12-02-2020,4,2583,"INR",74348,520971
14498,13-02-2020,5,3565,"INR",74719,516474
14499,13-02-2020,1,861,"INR",19413,460860
14500,14-02-2020,3,2153,"INR",34650,553412
14501,19-02-2020,1,431,"INR",14401,473933
14502,20-02-2020,7,4903,"INR",39867,344407
14503,20-02-2020,1,431,"INR",62644,214427
14504,21-02-2020,5,3014,"INR",14307,405847
14505,22-02-2020,1,431,"INR",46171,345737
14506,24-02-2020,3,2148,"INR",67083,433014
14507,25-02-2020,1,431,"INR",40245,457466
14508,26-02-2020,3,1722,"INR",70789,350021
14509,27-02-2020,7,4903,"INR",66549,262746
14510,28-02-2020,1,0,"INR",72452,292570
14511,28-02-2020,4,2583,"INR",6264,469212
14512,02-03-2020,5,3440,"INR",41471,385589
14513,05-03-2020,4,2759,"INR",82809,386438
14514,05-03-2020,1,861,"INR",11730,388858
14515,06-03-2020,5,3014,"INR",46933,296949
14516,09-03-2020,9,5662,"INR",38442,333736
14517,11-03-2020,3,2176,"INR",88807,515161
14518,12-03-2020,7,5060,"INR",17075,510947
14519,13-03-2020,5,2176,"INR",36596,1313
14520,16-03-2020,1,870,"INR",59049,526028
14521,19-03-2020,1,458,"INR",64269,282335
14522,19-03-2020,1,0,"INR",33979,306126
14523,20-03-2020,5,3218,"INR",34886,403406
14524,20-03-2020,5,3046,"INR",81092,376658
14525,23-03-2020,5,3056,"INR",6970,561477
14526,24-03-2020,1,435,"INR",72397,74866
14527,25-03-2020,3,2176,"INR",76470,331549
14528,26-03-2020,4,2759,"INR",45165,296954
14529,27-03-2020,4,2611,"INR",40145,460850
14530,31-03-2020,1,870,"INR",16866,416701
14531,01-04-2020,1,435,"INR",56531,376660
14532,02-04-2020,7,5060,"INR",26586,211189
14533,02-04-2020,1,870,"INR",41660,250757
14534,03-04-2020,3,2181,"INR",92302,573984
14535,06-04-2020,1,870,"INR",99586,423400
14536,08-04-2020,1,435,"INR",37115,547460
14537,09-04-2020,52,35880,"INR",71867,247165
14538,10-04-2020,1,870,"INR",92606,274773
14539,15-04-2020,5,3491,"INR",8216,353693
14540,16-04-2020,39,27139,"INR",11453,521078
14541,16-04-2020,2,1310,"INR",58400,418051
14542,17-04-2020,2,1306,"INR",87972,367603
14543,20-04-2020,2,1306,"INR",38051,398360
14544,21-04-2020,2,1310,"INR",55836,412517
14545,22-04-2020,1,870,"INR",16354,157346
14546,23-04-2020,7,4602,"INR",63799,354307
14547,24-04-2020,1,435,"INR",98728,436707
14548,27-04-2020,1,435,"INR",91096,511013
14549,28-04-2020,1,435,"INR",60511,168480
14550,30-04-2020,9,6440,"INR",49642,424981
14551,30-04-2020,5,3051,"INR",13438,442151
14552,04-05-2020,2,1310,"INR",92842,421472
14553,06-05-2020,2,1306,"INR",26667,406055
14554,07-05-2020,1,435,"INR",83814,329331
14555,11-05-2020,1,435,"INR",88876,575933
14556,14-05-2020,5,3681,"INR",72287,492649
14557,15-05-2020,7,4356,"INR",19954,513427
14558,18-05-2020,5,3056,"INR",88323,410343
14559,19-05-2020,1,435,"INR",27477,304054
14560,20-05-2020,7,5060,"INR",49778,217506
14561,20-05-2020,2,1306,"INR",6983,397245
14562,22-05-2020,3,2176,"INR",70566,533275
14563,25-05-2020,1,435,"INR",51119,81506
14564,26-05-2020,1,435,"INR",7774,259361
14565,28-05-2020,11,7819,"INR",90885,447623
14566,28-05-2020,1,870,"INR",94653,172527
14567,29-05-2020,2,1306,"INR",2581,504992
14568,02-06-2020,7,4361,"INR",90578,110237
14569,03-06-2020,5,3046,"INR",74923,289827
14570,04-06-2020,7,5060,"INR",37396,570268
14571,05-06-2020,5,3051,"INR",60468,570269
14572,11-06-2020,3,1838,"INR",82018,488373
14573,11-06-2020,1,435,"INR",32744,502565
14574,12-06-2020,5,3051,"INR",78644,123546
14575,15-06-2020,2,1310,"INR",95735,329796
14576,16-06-2020,1,870,"INR",28963,303185
14577,17-06-2020,4,2611,"INR",43076,545496
14578,19-06-2020,3,2176,"INR",77237,559484
14579,24-06-2020,7,4361,"INR",1810,348054
14580,04-10-2017,37,16245,"INR",36402,440179
14581,05-10-2017,34,16565,"INR",97224,535273
14582,05-10-2017,11,5019,"INR",83706,523292
14583,06-10-2017,11,5023,"INR",32184,255814
14584,06-10-2017,115,48264,"INR",47232,135778
14585,09-10-2017,5,2366,"INR",10182,38056
14586,09-10-2017,1,287,"INR",67464,38057
14587,09-10-2017,48,17926,"INR",49616,481956
14588,10-10-2017,1,0,"INR",86628,571534
14589,11-10-2017,19,8269,"INR",27729,559478
14590,11-10-2017,8,2532,"INR",70371,59613
14591,11-10-2017,1,287,"INR",79710,441020
14592,12-10-2017,22,10718,"INR",58115,480628
14593,12-10-2017,1,287,"INR",60309,518919
14594,12-10-2017,64,23903,"INR",24070,255827
14595,13-10-2017,1,0,"INR",20858,307522
14596,13-10-2017,8,3542,"INR",98599,180796
14597,13-10-2017,9,4028,"INR",53260,440198
14598,16-10-2017,21,9157,"INR",24742,546152
14599,16-10-2017,18,7796,"INR",28727,253611
14600,17-10-2017,1,0,"INR",91630,341630
14601,17-10-2017,1,287,"INR",3304,192770
14602,18-10-2017,17,7384,"INR",59802,116817
14603,19-10-2017,1,0,"INR",23560,93763
14604,19-10-2017,1,0,"INR",22471,457848
14605,19-10-2017,29,14292,"INR",22495,558369
14606,19-10-2017,21,9153,"INR",6003,240556
14607,19-10-2017,16,5065,"INR",95460,463289
14608,19-10-2017,71,30917,"INR",19958,393934
14609,20-10-2017,24,11694,"INR",42453,505877
14610,20-10-2017,2,884,"INR",81215,247196
14611,20-10-2017,90,38481,"INR",89671,58543
14612,23-10-2017,7,3250,"INR",47060,335193
14613,23-10-2017,8,4375,"INR",68076,325396
14614,23-10-2017,1,579,"INR",93295,325397
14615,24-10-2017,1,287,"INR",44097,325398
14616,25-10-2017,1,0,"INR",23798,252779
14617,25-10-2017,21,9449,"INR",43980,418288
14618,25-10-2017,8,4375,"INR",72092,456720
14619,25-10-2017,9,4023,"INR",9402,555480
14620,26-10-2017,35,16889,"INR",91271,307706
14621,26-10-2017,13,5903,"INR",36183,392651
14622,26-10-2017,5,2917,"INR",34755,347161
14623,27-10-2017,8,3542,"INR",78889,23686
14624,27-10-2017,73,31481,"INR",22292,208628
14625,27-10-2017,48,17926,"INR",50467,50155
14626,30-10-2017,6,2657,"INR",17284,325369
14627,30-10-2017,10,4106,"INR",82741,499201
14628,31-10-2017,16,7796,"INR",65491,457828
14629,31-10-2017,7,3245,"INR",83036,346061
14630,31-10-2017,1,287,"INR",13235,441696
14631,01-11-2017,1,287,"INR",99772,464114
14632,02-11-2017,23,11366,"INR",61939,335176
14633,02-11-2017,13,5903,"INR",28198,417130
14634,02-11-2017,8,4375,"INR",98600,438299
14635,02-11-2017,5,2019,"INR",14953,565066
14636,02-11-2017,40,14940,"INR",27430,14986
14637,03-11-2017,16,7796,"INR",60200,536729
14638,03-11-2017,5,2361,"INR",76226,348478
14639,03-11-2017,16,8750,"INR",86771,433628
14640,03-11-2017,92,40009,"INR",62265,464573
14641,06-11-2017,7,0,"INR",74265,5317
14642,06-11-2017,5,2069,"INR",67705,325365
14643,06-11-2017,7,3167,"INR",11247,498579
14644,06-11-2017,11,5833,"INR",76659,103789
14645,07-11-2017,1,0,"INR",14240,383712
14646,07-11-2017,1,0,"INR",22193,5570
14647,07-11-2017,9,3838,"INR",88470,264549
14648,07-11-2017,1,579,"INR",89934,485499
14649,08-11-2017,31,13583,"INR",55399,404494
14650,09-11-2017,41,20139,"INR",54600,231418
14651,09-11-2017,22,9745,"INR",88238,488531
14652,09-11-2017,16,8750,"INR",16823,535854
14653,09-11-2017,2,866,"INR",7606,566175
14654,09-11-2017,16,8750,"INR",48921,307702
14655,10-11-2017,3,1477,"INR",5655,87682
14656,10-11-2017,7,3176,"INR",28465,5581
14657,13-11-2017,2,884,"INR",36746,489607
14658,13-11-2017,16,8750,"INR",84481,390031
14659,13-11-2017,1,574,"INR",30159,289832
14660,14-11-2017,1,0,"INR",12747,488755
14661,14-11-2017,6,2657,"INR",5643,313596
14662,14-11-2017,1,287,"INR",51975,464785
14663,15-11-2017,14,6204,"INR",17624,298550
14664,15-11-2017,80,29880,"INR",75638,414293
14665,16-11-2017,37,18190,"INR",49259,536999
14666,16-11-2017,27,11815,"INR",92234,328836
14667,16-11-2017,8,4375,"INR",63498,475450
14668,16-11-2017,8,3468,"INR",52734,392225
14669,16-11-2017,3,1824,"INR",11156,500314
14670,17-11-2017,74,32065,"INR",95089,298313
14671,20-11-2017,2,0,"INR",93989,408671
14672,20-11-2017,1,593,"INR",5087,488503
14673,20-11-2017,24,10389,"INR",67221,316873
14674,21-11-2017,1,0,"INR",59401,295052
14675,21-11-2017,9,3838,"INR",44865,34776
14676,21-11-2017,1,287,"INR",28055,357466
14677,22-11-2017,10,4431,"INR",10074,226099
14678,22-11-2017,5,2301,"INR",68030,323159
14679,23-11-2017,24,11694,"INR",13917,570859
14680,23-11-2017,23,10338,"INR",24262,19363
14681,23-11-2017,16,8750,"INR",77090,289858
14682,23-11-2017,1,574,"INR",78071,337779
14683,23-11-2017,21,11301,"INR",15453,414074
14684,24-11-2017,2,884,"INR",71555,340700
14685,24-11-2017,76,32931,"INR",94286,316834
14686,27-11-2017,1,296,"INR",44183,32586
14687,27-11-2017,5,2019,"INR",89576,558768
14688,28-11-2017,1,0,"INR",27710,473235
14689,29-11-2017,12,5315,"INR",2819,536990
14690,29-11-2017,16,8750,"INR",7234,561913
14691,29-11-2017,1,287,"INR",87286,410715
14692,29-11-2017,40,14940,"INR",30178,410718
14693,30-11-2017,19,9093,"INR",74576,416022
14694,30-11-2017,31,13588,"INR",13811,35843
14695,30-11-2017,8,4375,"INR",51087,314429
14696,30-11-2017,8,3463,"INR",65154,536987
14697,01-12-2017,3,1181,"INR",66425,536503
14698,01-12-2017,71,30907,"INR",50718,234966
14699,01-12-2017,16,8750,"INR",50791,162024
14700,04-12-2017,32,15593,"INR",52937,27767
14701,04-12-2017,9,3838,"INR",27043,573191
14702,04-12-2017,2,861,"INR",44552,573190
14703,04-12-2017,40,14940,"INR",23985,570918
14704,05-12-2017,32,17500,"INR",52241,122801
14705,05-12-2017,3,1153,"INR",19013,325422
14706,06-12-2017,8,3898,"INR",55213,122804
14707,06-12-2017,21,9449,"INR",56609,325423
14708,06-12-2017,7,3162,"INR",98962,400070
14709,06-12-2017,5,2917,"INR",54679,404678
14710,07-12-2017,45,22088,"INR",41745,373608
14711,07-12-2017,16,8750,"INR",4397,337628
14712,07-12-2017,2,861,"INR",10061,475409
14713,07-12-2017,4,2190,"INR",17652,437362
14714,08-12-2017,1,0,"INR",72039,505010
14715,08-12-2017,21,9454,"INR",63104,17733
14716,08-12-2017,22,9519,"INR",3737,327831
14717,11-12-2017,11,5023,"INR",96857,400060
14718,11-12-2017,4,1727,"INR",46683,326965
14719,11-12-2017,40,14940,"INR",66653,289258
14720,12-12-2017,4,1773,"INR",45326,570935
14721,12-12-2017,2,866,"INR",86294,323451
14722,13-12-2017,1,0,"INR",20984,570931
14723,13-12-2017,16,7796,"INR",83180,518354
14724,13-12-2017,11,4727,"INR",6686,361883
14725,13-12-2017,7,2111,"INR",47024,382588
14726,13-12-2017,3,1153,"INR",52426,565355
14727,14-12-2017,1,0,"INR",95180,242139
14728,14-12-2017,41,19810,"INR",68555,404650
14729,14-12-2017,32,14176,"INR",45202,28608
14730,14-12-2017,24,13125,"INR",74007,310151
14731,14-12-2017,73,31495,"INR",27782,520644
14732,15-12-2017,5,2361,"INR",86889,278552
14733,15-12-2017,16,8750,"INR",82329,246979
14734,15-12-2017,11,4894,"INR",31769,352941
14735,15-12-2017,6,3282,"INR",15258,311234
14736,18-12-2017,2,884,"INR",74801,574068
14737,18-12-2017,5,2014,"INR",64327,310145
14738,18-12-2017,40,14940,"INR",90019,86999
14739,19-12-2017,1,0,"INR",94345,520892
14740,19-12-2017,10,4426,"INR",12637,404649
14741,19-12-2017,4,1731,"INR",20972,473445
14742,20-12-2017,18,7972,"INR",6280,210590
14743,20-12-2017,64,35009,"INR",87193,345464
14744,20-12-2017,11,4889,"INR",54650,105273
14745,21-12-2017,33,16241,"INR",3644,562257
14746,21-12-2017,10,4431,"INR",40047,219169
14747,22-12-2017,3,1181,"INR",96835,461438
14748,22-12-2017,3,1148,"INR",25773,392
14749,22-12-2017,40,14940,"INR",57859,399
14750,26-12-2017,1,593,"INR",48413,436240
14751,26-12-2017,32,17500,"INR",55371,542012
14752,26-12-2017,3,1440,"INR",36795,347878
14753,27-12-2017,14,6204,"INR",54572,363600
14754,27-12-2017,6,2597,"INR",70595,321265
14755,28-12-2017,11,5523,"INR",70010,323682
14756,28-12-2017,15,6792,"INR",78406,235641
14757,28-12-2017,16,8750,"INR",39592,299490
14758,28-12-2017,3,1148,"INR",90773,312791
14759,28-12-2017,40,14940,"INR",77265,464713
14760,28-12-2017,5,2917,"INR",40046,486724
14761,29-12-2017,11,5523,"INR",50620,260849
14762,29-12-2017,7,3250,"INR",49853,474994
14763,29-12-2017,14,6056,"INR",16598,436236
14764,02-01-2018,1,0,"INR",28665,266151
14765,02-01-2018,1,287,"INR",16654,451890
14766,03-01-2018,19,8565,"INR",68643,153771
14767,03-01-2018,9,3745,"INR",74709,324504
14768,03-01-2018,40,14940,"INR",7260,447393
14769,04-01-2018,17,8120,"INR",89345,324507
14770,04-01-2018,24,10630,"INR",1729,423188
14771,04-01-2018,16,8750,"INR",85339,131508
14772,05-01-2018,23,10338,"INR",81982,447399
14773,05-01-2018,3,1435,"INR",75007,520684
14774,08-01-2018,1,296,"INR",73014,309591
14775,08-01-2018,16,8750,"INR",46498,456074
14776,08-01-2018,1,287,"INR",17017,46461
14777,08-01-2018,11,5833,"INR",49427,436021
14778,09-01-2018,1,0,"INR",24609,198876
14779,09-01-2018,3,1153,"INR",14479,472785
14780,10-01-2018,16,7796,"INR",84739,519479
14781,10-01-2018,31,13880,"INR",4113,127273
14782,10-01-2018,16,5065,"INR",82502,184485
14783,11-01-2018,41,20139,"INR",78487,469157
14784,11-01-2018,21,9153,"INR",30299,85469
14785,11-01-2018,24,13130,"INR",40623,50145
